Id,SleepDay,DateOnly,WeekDay,TotalMinutesAsleep,TotalTimeInBed
8378563200,4/13/16 12:00 AM,4/13/2016,Wednesday,447.00,487.00
8378563200,4/14/16 12:00 AM,4/14/2016,Thursday,424.00,455.00
8378563200,4/15/16 12:00 AM,4/15/2016,Friday,513.00,533.00
8378563200,4/16/16 12:00 AM,4/16/2016,Saturday,611.00,689.00
8378563200,4/17/16 12:00 AM,4/17/2016,Sunday,525.00,591.00
8378563200,4/18/16 12:00 AM,4/18/2016,Monday,398.00,451.00
8378563200,4/19/16 12:00 AM,4/19/2016,Tuesday,387.00,421.00
8378563200,4/20/16 12:00 AM,4/20/2016,Wednesday,381.00,409.00
8378563200,4/21/16 12:00 AM,4/21/2016,Thursday,396.00,417.00
8378563200,4/22/16 12:00 AM,4/22/2016,Friday,441.00,469.00
8378563200,4/23/16 12:00 AM,4/23/2016,Saturday,565.00,591.00
8378563200,4/24/16 12:00 AM,4/24/2016,Sunday,458.00,492.00
8378563200,4/25/16 12:00 AM,4/25/2016,Monday,388.00,402.00
8378563200,4/26/16 12:00 AM,4/26/2016,Tuesday,550.00,584.00
8378563200,4/27/16 12:00 AM,4/27/2016,Wednesday,531.00,600.00
8378563200,4/28/16 12:00 AM,4/28/2016,Thursday,506.00,556.00
8378563200,4/29/16 12:00 AM,4/29/2016,Friday,527.00,562.00
8378563200,4/30/16 12:00 AM,4/30/2016,Saturday,468.00,555.00
8378563200,5/1/16 12:00 AM,5/1/2016,Sunday,475.00,539.00
8378563200,5/2/16 12:00 AM,5/2/2016,Monday,351.00,385.00
8378563200,5/3/16 12:00 AM,5/3/2016,Tuesday,405.00,429.00
8378563200,5/4/16 12:00 AM,5/4/2016,Wednesday,441.00,477.00
8378563200,5/5/16 12:00 AM,5/5/2016,Thursday,381.00,417.00
8378563200,5/6/16 12:00 AM,5/6/2016,Friday,323.00,355.00
8378563200,5/7/16 12:00 AM,5/7/2016,Saturday,459.00,513.00
8378563200,5/8/16 12:00 AM,5/8/2016,Sunday,545.00,606.00
8378563200,5/9/16 12:00 AM,5/9/2016,Monday,359.00,399.00
8378563200,5/10/16 12:00 AM,5/10/2016,Tuesday,342.00,391.00
8378563200,5/11/16 12:00 AM,5/11/2016,Wednesday,368.00,387.00
8378563200,5/12/16 12:00 AM,5/12/2016,Thursday,496.00,546.00
8792009665,4/12/16 12:00 AM,4/12/2016,Tuesday,458.00,493.00
8792009665,4/13/16 12:00 AM,4/13/2016,Wednesday,531.00,552.00
8792009665,4/14/16 12:00 AM,4/14/2016,Thursday,486.00,503.00
8792009665,4/15/16 12:00 AM,4/15/2016,Friday,363.00,377.00
8792009665,4/20/16 12:00 AM,4/20/2016,Wednesday,528.00,547.00
8792009665,4/22/16 12:00 AM,4/22/2016,Friday,391.00,407.00
8792009665,4/23/16 12:00 AM,4/23/2016,Saturday,339.00,360.00
8792009665,4/27/16 12:00 AM,4/27/2016,Wednesday,423.00,428.00
8792009665,4/28/16 12:00 AM,4/28/2016,Thursday,402.00,416.00
8792009665,4/29/16 12:00 AM,4/29/2016,Friday,398.00,406.00
8792009665,4/30/16 12:00 AM,4/30/2016,Saturday,343.00,360.00
8792009665,5/1/16 12:00 AM,5/1/2016,Sunday,503.00,527.00
8792009665,5/2/16 12:00 AM,5/2/2016,Monday,415.00,423.00
8792009665,5/3/16 12:00 AM,5/3/2016,Tuesday,516.00,545.00
8792009665,5/4/16 12:00 AM,5/4/2016,Wednesday,439.00,463.00
,,1/0/1900,Saturday,,
,,,,,
,,,,,
,,,,,
